BookingID,BookingID_Date,vehicle_no,Origin_Location,Destination_Location,Org_lat_lon,Org_lat,Org_lon,Des_lat_lon,Des_lat,Des_lat,Planned_ETA,actual_eta,SLA,SLA_binary,Curr_lat,Curr_lon,OriginLocation_Code,DestinationLocation_Code,trip_start_date,trip_end_date,TRANSPORTATION_DISTANCE_IN_KM,customerID,customerNameCode,supplierID,supplierNameCode,Material Shipped
AEIBK2018281,19-03-2020,TS15UD3697,"Kollur, Medak, Telangana","Topgonda, Medak, Telangana","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"17.556417,78.099421",17.55641700,78.09942100,19-03-2020 19:31,29-03-2020 02:21,Breach,0,17.02401,77.63287,V0048673 ,LE005984,19-03-2020 13:17,15-05-2020 10:42,65,LTLEXMUM40,Larsen & toubro limited,63916,SHRI SAI ENTERPRISES,M12 BANJO-STAG/2614I
AEIBK2018226,18-03-2020,WB73E0452,"Kuldanga, Howrah, West Bengal","Champadanga, Hooghly, West Bengal","26.192290403509681,91.751276775362513",26.1922904,91.75127678,"22.817473236975161,88.0077472272984",22.81747324,88.00774723,18-03-2020 21:52,29-03-2020 02:06,Breach,0,22.55468,88.36236,V0045300 ,LE005769,18-03-2020 17:41,15-05-2020 12:01,44,LTLEXMUM40,Larsen & toubro limited,55471,SUNITA CARRIERS PRIVATE LIMITED,58273M68P00-REJECTION
AEIBK2018191,18-03-2020,TS15UD5174,"Kollur, Medak, Telangana","Topgonda, Medak, Telangana","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"17.556417,78.099421",17.55641700,78.09942100,18-03-2020 21:22,29-03-2020 00:51,Breach,0,17.45700722,78.21727028,V0048673 ,LE005984,18-03-2020 15:08,15-05-2020 13:16,65,LTLEXMUM40,Larsen & toubro limited,999,Unknown,58271M68P10-BOP
AEIBK2018198,18-03-2020,WB11C1852,"Kuldanga, Howrah, West Bengal","Gholkunda, Bankura, West Bengal","26.192290403509681,91.751276775362513",26.1922904,91.75127678,"23.081873,87.03741",23.08187300,87.03741000,19-03-2020 13:49,29-03-2020 04:35,Breach,0,22.56191611,88.3149075,V0045300 ,LE006003,18-03-2020 16:37,01-04-2020 17:38,221,LTLEXMUM40,Larsen & toubro limited,58152,AS Logistics,65133M68P00-BOP
AEIBK2018196,18-03-2020,NL01AB8270,"Kuldanga, Howrah, West Bengal","Champadanga, Hooghly, West Bengal","26.192290403509681,91.751276775362513",26.1922904,91.75127678,"22.817473236975161,88.0077472272984",22.81747324,88.00774723,18-03-2020 20:20,29-03-2020 01:43,Breach,0,22.5575,88.322495,V0045300 ,LE005769,18-03-2020 16:09,15-05-2020 13:16,44,LTLEXMUM40,Larsen & toubro limited,58090,SENGAR ROAD LINES,AUTO PARTS
AEIBK2018309,19-03-2020,OR14W4431,"Garudagaon, Cuttack, Odisha","Jail Road, Sundergarh, Odisha","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"22.22144,84.809862",22.22144000,84.80986200,21-03-2020 01:26,29-03-2020 00:11,Breach,0,22.224083,84.84614,V0048673 ,LE005061,19-03-2020 18:14,23-05-2020 14:10,325,LTLEXMUM40,Larsen & toubro limited,999,Unknown,AUTO PARTS
AEIBK2018304,19-03-2020,WB59C1126,"Kuldanga, Howrah, West Bengal","Hatthuba, North 24 Parganas, West Bengal","26.192290403509681,91.751276775362513",26.1922904,91.75127678,"22.868179178239711,88.715628204490841",22.86817918,88.71562820,19-03-2020 22:59,29-03-2020 01:40,Breach,0,22.65414111,88.43526361,V0045300 ,LE005598,19-03-2020 16:32,15-05-2020 13:16,67,LTLEXMUM40,Larsen & toubro limited,55471,SUNITA CARRIERS PRIVATE LIMITED,SUPP ASSY BODY SIDE STEP-RH
AEIBK2018307,19-03-2020,WB11C1852,"Kuldanga, Howrah, West Bengal","Gholkunda, Bankura, West Bengal","26.192290403509681,91.751276775362513",26.1922904,91.75127678,"23.081873,87.03741",23.08187300,87.03741000,20-03-2020 14:00,29-03-2020 04:35,Breach,0,22.56191611,88.3149075,V0045300 ,LE006003,19-03-2020 16:48,05-05-2020 13:41,221,LTLEXMUM40,Larsen & toubro limited,55471,SUNITA CARRIERS PRIVATE LIMITED,BKT FUEL TANK - STALL 6X6
AEIBK2018305,19-03-2020,OR14N3651,"Garudagaon, Cuttack, Odisha","Alara, Cuttack, Odisha","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"20.465609,85.108989",20.46560900,85.10898900,20-03-2020 02:47,28-03-2020 01:20,Breach,0,20.28801,85.38085,V0048673 ,LEC07120,19-03-2020 16:37,15-05-2020 10:57,106,LTLEXMUM40,Larsen & toubro limited,58481,BABA LINGARAJ ENTERPRISES PVT LTD,AUTO PARTS
AEIBK2018193,18-03-2020,TS15UC9376,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"17.541369446793933,78.177590403142275",17.54136945,78.17759040,18-03-2020 21:41,28-03-2020 00:25,Breach,0,17.504776,78.202126,V0048673 ,LE005004,18-03-2020 14:58,15-05-2020 13:16,70,LTLEXMUM40,Larsen & toubro limited,999,Unknown,AUTO PARTS
AEIBK2018189,18-03-2020,TS15UC9341,"Kollur, Medak, Telangana","Topgonda, Medak, Telangana","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"17.556417,78.099421",17.55641700,78.09942100,18-03-2020 21:08,28-03-2020 00:40,Breach,0,17.497753,78.23624,V0048673 ,LE005984,18-03-2020 14:54,15-05-2020 13:16,65,LTLEXMUM40,Larsen & toubro limited,999,Unknown,AUTO PARTS
AEIBK2018161,17-03-2020,WB781552,"Andul Road, Howrah, West Bengal","Gholkunda, Bankura, West Bengal","26.192290403509681,91.751276775362513",26.1922904,91.75127678,"23.081873,87.03741",23.08187300,87.03741000,18-03-2020 15:03,27-03-2020 01:50,Breach,0,23.010935,87.593575,V0045300 ,LE006003,17-03-2020 17:51,15-05-2020 13:16,221,LTLEXMUM40,Larsen & toubro limited,55471,SUNITA CARRIERS PRIVATE LIMITED,SOLENOID SWITCH ASSEMBLY
AEIBK2018195,18-03-2020,NL01K3738,"Bokaro Steel City, Bokaro, Jharkhand","Dumerjore, Sundergarh, Odisha","23.67348,86.129379",23.67348,86.129379,"22.223080894364767,84.666221162377937",22.22308089,84.66622116,19-03-2020 21:18,25-03-2020 01:37,Breach,0,22.56231306,84.5063425,V0051675 ,LE005824,18-03-2020 17:11,13-05-2020 17:03,293,LTLEXMUM40,Larsen & toubro limited,57828,SHRI GANESH TRADERS AND TRANSPORTER,SOLENOID ASSY-SM76 BARE
AEIBK2018352,20-03-2020,HR38R9713,"Okhla Industrial Estate, South Delhi, Delhi","Dargah Sharif, South Delhi, Delhi","28.542809,77.280521",28.542809,77.280521,"28.589657,77.254884",28.58965700,77.25488400,20-03-2020 17:22,23-03-2020 15:03,Breach,0,28.85627,77.19049,V0045768 ,LED09060,20-03-2020 14:58,21-03-2020 03:00,25,LTLEXMUM40,Larsen & toubro limited,64093,S.B.TRANSPORT COMPANY ,SOLENOID ASSEMBLY
AEIBK2018357,20-03-2020,HR38R4005,"Okhla Industrial Estate, South Delhi, Delhi","Dargah Sharif, South Delhi, Delhi","28.542809,77.280521",28.542809,77.280521,"28.589657,77.254884",28.58965700,77.25488400,20-03-2020 17:23,23-03-2020 14:12,Breach,0,28.5981,77.2552,V0045768 ,LED09060,20-03-2020 14:59,21-03-2020 03:00,25,LTLEXMUM40,Larsen & toubro limited,64093,S.B.TRANSPORT COMPANY ,M5 FLANGE NUT - GA15
AEIBK2018356,20-03-2020,HR38R0201,"Okhla Industrial Estate, South Delhi, Delhi","Dargah Sharif, South Delhi, Delhi","28.542809,77.280521",28.542809,77.280521,"28.589657,77.254884",28.58965700,77.25488400,20-03-2020 17:22,23-03-2020 14:34,Breach,0,28.526016,77.28325,V0045768 ,LED09060,20-03-2020 14:58,21-03-2020 03:00,25,LTLEXMUM40,Larsen & toubro limited,64093,S.B.TRANSPORT COMPANY ,CORE & SLOT INSUL. ASSY.
AEIBK2018072,14-03-2020,OR02BC1251,"Garudagaon, Cuttack, Odisha","Nawapara Tanwat, Nuapada, Odisha","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"20.69285,82.518584",20.69285000,82.51858400,16-03-2020 20:02,23-03-2020 03:22,Breach,0,20.715456,83.44415,V0048673 ,LE005536,14-03-2020 18:59,15-05-2020 10:57,511,LTLEXMUM40,Larsen & toubro limited,58481,BABA LINGARAJ ENTERPRISES PVT LTD,LAMINATION
AEIBK2012493,16-01-2020,CG04MX0147,"Bhatbhera, Raipur, Chattisgarh","Hazaribagh, Hazaribagh, Jharkhand","21.581377,81.945298",21.581377,81.945298,"23.998917,85.365551",23.99891700,85.36555100,19-01-2020 04:37,22-03-2020 12:03,Breach,0,21.72699806,82.59618056,V0046052 ,LE005910,16-01-2020 15:57,23-01-2020 10:32,632,LTLEXMUM40,Larsen & toubro limited,55471,SUNITA CARRIERS PRIVATE LIMITED,YOKE & POLE ASSY
AEIBK2013290,22-01-2020,CG04MX0147,"Bhatbhera, Raipur, Chattisgarh","M.G.M Medical College, East Singhbhum, Jharkhand","21.581377,81.945298",21.581377,81.945298,"22.85525,86.220932",22.85525000,86.22093200,25-01-2020 02:21,22-03-2020 12:26,Breach,0,21.72699806,82.59618056,V0046052 ,LE006088,22-01-2020 15:25,30-01-2020 17:09,614,LTLEXMUM40,Larsen & toubro limited,55471,SUNITA CARRIERS PRIVATE LIMITED,AUTO PARTS
AEIBK1910558,28-12-2019,CG04MA6993,"Bhatbhera, Raipur, Chattisgarh","HEC Expert Hostel, Ranchi, Jharkhand","21.581377,81.945298",21.581377,81.945298,"23.250966,85.241196",23.25096600,85.24119600,29-12-2019 07:44,22-03-2020 05:57,Breach,0,21.54844889,81.94266556,V0046052 ,LE005898,28-12-2019 19:56,11-02-2020 14:37,531,LTLEXMUM40,Larsen & toubro limited,55471,SUNITA CARRIERS PRIVATE LIMITED,AUTO PARTS
AEIBK1910387,27-12-2019,WB76A4218,"Sibpur, Howrah, West Bengal","Gholkunda, Bankura, West Bengal","26.192290403509681,91.751276775362513",26.1922904,91.75127678,"23.081873,87.03741",23.08187300,87.03741000,28-12-2019 17:26,21-03-2020 00:39,Breach,0,22.56131528,88.32443472,V0045300 ,LE006003,27-12-2019 20:54,01-01-2020 19:17,214,LTLEXMUM40,Larsen & toubro limited,58091,SENGAR ROAD LINES,AUTO PARTS
AEIBK1902509,25-10-2019,NL01N2786,"Garchuk, Kamrup, Assam","Khelmati, Sonitpur, Assam","26.192290403509681,91.751276775362513",26.1922904,91.75127678,"26.688955,92.688447",26.68895500,92.68844700,26-10-2019 09:12,20-03-2020 20:41,Breach,0,26.119848,91.69433,V0045300 ,LE005948,25-10-2019 19:17,02-11-2019 13:59,145,LTLEXMUM40,Larsen & toubro limited,58152,AS Logistics,AUTO PARTS
AEIBK2014214,24-01-2020,WB11B9052,"Sonai, Kolkata, West Bengal","Rashbehari Market, North Dinajpur, West Bengal","23.525267916088961,87.264424348570884",23.52526792,87.26442435,"25.641719007694395,88.127819129724287",25.64171901,88.12781913,26-01-2020 09:49,21-03-2020 03:00,Breach,0,22.55813,88.31025,V0045772 ,LE005108,24-01-2020 19:20,05-02-2020 11:33,401,LTLEXMUM40,Larsen & toubro limited,55471,SUNITA CARRIERS PRIVATE LIMITED,AUTO PARTS
AEIBK1910158,26-12-2019,HR38R0201,"Okhla Industrial Estate, South Delhi, Delhi","N.S.I.T. Dwarka, South West Delhi, Delhi","26.192290403509681,91.751276775362513",26.1922904,91.75127678,"28.599399,77.02766",28.59939900,77.02766000,26-12-2019 23:58,20-03-2020 14:06,Breach,0,28.527626,77.28415,V0045300 ,LE005459,26-12-2019 20:43,30-12-2019 15:32,34,LTLEXMUM40,Larsen & toubro limited,64093,S.B.TRANSPORT COMPANY ,AUTO PARTS
AEIBK2013332,22-01-2020,HR38R0201,"Okhla Industrial Estate, South Delhi, Delhi","Palam Airport, South West Delhi, Delhi","26.192290403509681,91.751276775362513",26.1922904,91.75127678,"28.553908,77.090981",28.55390800,77.09098100,22-01-2020 17:01,20-03-2020 13:49,Breach,0,28.527626,77.28415,V0045300 ,LE005952,22-01-2020 14:37,08-02-2020 11:22,25,LTLEXMUM40,Larsen & toubro limited,64093,S.B.TRANSPORT COMPANY ,AUTO PARTS
AEIBK2018148,17-03-2020,AP31X4199,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"17.235460173235783,78.4271247252794",17.23546017,78.42712473,17-03-2020 21:51,20-03-2020 11:06,Breach,0,17.485723,78.19439,V0048673 ,LE005757,17-03-2020 15:08,20-03-2020 10:11,70,LTLEXMUM40,Larsen & toubro limited,60862,KADAVATH RAVI,LU WATER CONTAINER
AEIBK2014694,29-01-2020,WB59B9252,"Sonai, Kolkata, West Bengal","Kandi Bus Stand, Murshidabad, West Bengal","23.525267916088961,87.264424348570884",23.52526792,87.26442435,"23.953847,88.099845",23.95384700,88.09984500,31-01-2020 05:25,20-03-2020 03:48,Breach,0,22.651947,88.38805,V0045772 ,LE006119,29-01-2020 15:01,07-02-2020 20:43,400,LTLEXMUM40,Larsen & toubro limited,58091,SENGAR ROAD LINES,LU WIPER MOTOR
AEIBK1908864,18-12-2019,WB783234,"Sonai, Kolkata, West Bengal","Rashbehari Market, North Dinajpur, West Bengal","23.525267916088961,87.264424348570884",23.52526792,87.26442435,"25.641719007694395,88.127819129724287",25.64171901,88.12781913,20-12-2019 07:33,20-03-2020 04:54,Breach,0,22.59650583,88.22585833,V0045772 ,LE005108,18-12-2019 17:04,26-12-2019 14:10,401,LTLEXMUM40,Larsen & toubro limited,55471,SUNITA CARRIERS PRIVATE LIMITED,AUTO PARTS
AEIBK2018150,17-03-2020,TS15UD3697,"Kollur, Medak, Telangana","Topgonda, Medak, Telangana","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"17.556417,78.099421",17.55641700,78.09942100,17-03-2020 21:27,19-03-2020 13:28,Breach,0,17.53084,78.18926,V0048673 ,LE005984,17-03-2020 15:13,19-03-2020 12:50,65,LTLEXMUM40,Larsen & toubro limited,63916,SHRI SAI ENTERPRISES,EMPTY TRAYS
AEIBK2018149,17-03-2020,TS15UD3698,"Kollur, Medak, Telangana","Topgonda, Medak, Telangana","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"17.556417,78.099421",17.55641700,78.09942100,17-03-2020 21:27,19-03-2020 12:15,Breach,0,17.58157,78.10835,V0048673 ,LE005984,17-03-2020 15:13,19-03-2020 12:27,65,LTLEXMUM40,Larsen & toubro limited,999,Unknown,AUTO PARTS
AEIBK2018100,16-03-2020,TS15UC9341,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"17.541369446793933,78.177590403142275",17.54136945,78.17759040,16-03-2020 21:42,19-03-2020 12:30,Breach,0,17.589127,78.11886,V0048673 ,LE005004,16-03-2020 14:59,19-03-2020 11:30,70,LTLEXMUM40,Larsen & toubro limited,70489,K M R TRANSPORT,XXXXXX
AEIBK2018101,16-03-2020,TS15UC9376,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"17.541369446793933,78.177590403142275",17.54136945,78.17759040,16-03-2020 21:42,19-03-2020 11:28,Breach,0,17.532822,78.272095,V0048673 ,LE005004,16-03-2020 14:59,19-03-2020 11:05,70,LTLEXMUM40,Larsen & toubro limited,999,Unknown,FLOOR CARPET RH.
AEIBK2018020,14-03-2020,TS15UD5174,"Kollur, Medak, Telangana","Topgonda, Medak, Telangana","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"17.556417,78.099421",17.55641700,78.09942100,14-03-2020 21:21,19-03-2020 11:21,Breach,0,17.5925875,78.11860806,V0048673 ,LE005984,14-03-2020 15:07,19-03-2020 11:19,65,LTLEXMUM40,Larsen & toubro limited,999,Unknown,XXXXXX
AEIBK2016155,11-02-2020,WB11C1852,"Sonai, Kolkata, West Bengal","Rashbehari Market, North Dinajpur, West Bengal","23.525267916088961,87.264424348570884",23.52526792,87.26442435,"25.641719007694395,88.127819129724287",25.64171901,88.12781913,13-02-2020 08:18,19-03-2020 03:18,Breach,0,22.736362,88.26928,V0045772 ,LE005108,11-02-2020 17:49,14-02-2020 11:53,401,LTLEXMUM40,Larsen & toubro limited,55471,SUNITA CARRIERS PRIVATE LIMITED,XXXXXX
AEIBK2018107,16-03-2020,WB11D6552,"Andul Road, Howrah, West Bengal","Shitla, Bankura, West Bengal","26.192290403509681,91.751276775362513",26.1922904,91.75127678,"23.394938,87.218284",23.39493800,87.21828400,17-03-2020 13:42,18-03-2020 16:51,Breach,0,23.52486139,87.26230139,V0045300 ,LE006000,16-03-2020 16:30,20-03-2020 12:23,221,LTLEXMUM40,Larsen & toubro limited,58152,AS Logistics,PTO CROSS MEMBER
AEIBK1905651,21-11-2019,AP31X4199,"Kollur, Medak, Telangana","Topgonda, Medak, Telangana","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"17.556417,78.099421",17.55641700,78.09942100,21-11-2019 23:42,18-03-2020 11:35,Breach,0,17.546011,78.188324,V0048673 ,LE005984,21-11-2019 17:28,28-11-2019 11:52,65,LTLEXMUM40,Larsen & toubro limited,63916,SHRI SAI ENTERPRISES,PTO CROSS MEMBER
AEIBK2013476,23-01-2020,AP31X4199,"Kollur, Medak, Telangana","Miyapur, Hyderabad, Telangana","17.468016283576617,78.218132915395358",17.46801628,78.21813292,"17.426043728619511,78.3437725539842",17.42604373,78.34377255,23-01-2020 19:59,18-03-2020 11:47,Breach,0,17.546011,78.188324,V0045778 ,LE005526,23-01-2020 17:30,03-02-2020 16:37,26,LTLEXMUM40,Larsen & toubro limited,60862,KADAVATH RAVI,PTO CROSS MEMBER
AEIBK2018099,16-03-2020,TS15UD3695,"Kollur, Medak, Telangana","Topgonda, Medak, Telangana","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"17.556417,78.099421",17.55641700,78.09942100,16-03-2020 21:04,18-03-2020 10:15,Breach,0,17.58157,78.10835,V0048673 ,LE005984,16-03-2020 14:50,18-03-2020 10:17,65,LTLEXMUM40,Larsen & toubro limited,63916,SHRI SAI ENTERPRISES,AUTO PARTS
AEIBK2018105,16-03-2020,WB11D6552,"Andul Road, Howrah, West Bengal","Shitla, Bankura, West Bengal","26.192290403509681,91.751276775362513",26.1922904,91.75127678,"23.394938,87.218284",23.39493800,87.21828400,17-03-2020 12:17,17-03-2020 12:23,Breach,0,23.43242167,87.28470333,V0045300 ,LE006000,16-03-2020 15:05,15-05-2020 13:16,221,LTLEXMUM40,Larsen & toubro limited,58090,SENGAR ROAD LINES,AUTO PARTS
AEIBK2018106,16-03-2020,WB11D6452,"Andul Road, Howrah, West Bengal","Shitla, Bankura, West Bengal","26.192290403509681,91.751276775362513",26.1922904,91.75127678,"23.394938,87.218284",23.39493800,87.21828400,17-03-2020 12:19,17-03-2020 12:24,Breach,0,23.439058,87.28909,V0045300 ,LE006000,16-03-2020 15:07,15-05-2020 13:16,221,LTLEXMUM40,Larsen & toubro limited,58152,AS Logistics,AUTO PARTS
AEIBK2018018,14-03-2020,TS15UD3698,"Kollur, Medak, Telangana","Topgonda, Medak, Telangana","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"17.556417,78.099421",17.55641700,78.09942100,14-03-2020 21:20,17-03-2020 11:39,Breach,0,17.46342,78.19776,V0048673 ,LE005984,14-03-2020 15:06,17-03-2020 11:06,65,LTLEXMUM40,Larsen & toubro limited,999,Unknown,AUTO PARTS
AEIBK2018019,14-03-2020,TS15UD3697,"Kollur, Medak, Telangana","Topgonda, Medak, Telangana","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"17.556417,78.099421",17.55641700,78.09942100,14-03-2020 21:20,17-03-2020 11:38,Breach,0,17.53324,78.26415,V0048673 ,LE005984,14-03-2020 15:06,17-03-2020 11:06,65,LTLEXMUM40,Larsen & toubro limited,63916,SHRI SAI ENTERPRISES,AUTO PARTS
AEIBK2017987,13-03-2020,TS15UD3695,"Kollur, Medak, Telangana","Manuu, Rangareddy, Telangana","17.468016283576617,78.218132915395358",17.46801628,78.21813292,"17.541369446793933,78.177590403142275",17.54136945,78.17759040,13-03-2020 17:07,17-03-2020 11:29,Breach,0,17.58157,78.10835,V0045778 ,LE005004,13-03-2020 14:32,17-03-2020 10:54,27,LTLEXMUM40,Larsen & toubro limited,67827,KMR TRANSPORT,AUTO PARTS
AEIBK2017995,13-03-2020,OR02AM3651,"Garudagaon, Cuttack, Odisha","Dhalabani, Mayurbhanj, Odisha","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"21.946025,86.147194",21.94602500,86.14719400,14-03-2020 12:48,17-03-2020 15:32,Breach,0,20.587585,86.03292694,V0048673 ,LEC06971,13-03-2020 18:05,17-03-2020 11:23,195,LTLEXMUM40,Larsen & toubro limited,58481,BABA LINGARAJ ENTERPRISES PVT LTD,AUTO PARTS
AEIBK2018017,14-03-2020,TS15UD3696,"Kollur, Medak, Telangana","Topgonda, Medak, Telangana","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"17.556417,78.099421",17.55641700,78.09942100,14-03-2020 21:20,17-03-2020 11:49,Breach,0,17.45666389,78.21632611,V0048673 ,LE005984,14-03-2020 15:06,17-03-2020 11:06,65,LTLEXMUM40,Larsen & toubro limited,63916,SHRI SAI ENTERPRISES,Empty trays
AEIBK2017986,13-03-2020,TS15UC9376,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana","17.468016283576617,78.218132915395358",17.46801628,78.21813292,"17.541369446793933,78.177590403142275",17.54136945,78.17759040,13-03-2020 21:39,17-03-2020 10:11,Breach,0,17.542034,78.20302,V0045778 ,LE005004,13-03-2020 14:56,17-03-2020 10:02,70,LTLEXMUM40,Larsen & toubro limited,70489,K M R TRANSPORT,Empty CB
AEIBK2014861,29-01-2020,OR02BC1251,"Garudagaon, Cuttack, Odisha","Dapalla, Boudh, Odisha","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"24.13646,91.810936",24.13646000,91.81093600,30-01-2020 20:03,19-03-2020 00:54,Breach,0,20.715456,83.44415,V0048673 ,LE005957,29-01-2020 15:33,14-02-2020 12:11,297,LTLEXMUM40,Larsen & toubro limited,58481,BABA LINGARAJ ENTERPRISES PVT LTD,Empty trays
AEIBK2014551,29-01-2020,TS15UD5174,"Kollur, Medak, Telangana","Nanajipur, Rangareddy, Telangana","17.468016283576617,78.218132915395358",17.46801628,78.21813292,"17.235460173235783,78.4271247252794",17.23546017,78.42712473,29-01-2020 18:01,16-03-2020 16:07,Breach,0,17.45625611,78.21521056,V0045778 ,LE005757,29-01-2020 13:25,05-02-2020 15:31,48,LTLEXMUM40,Larsen & toubro limited,70489,K M R TRANSPORT,ARM SHAFT
AEIBK2014600,29-01-2020,TS15UD5174,"Kollur, Medak, Telangana","C.B.I.T, Rangareddy, Telangana","17.468016283576617,78.218132915395358",17.46801628,78.21813292,"17.382422,78.304557",17.38242200,78.30455700,29-01-2020 18:47,16-03-2020 15:37,Breach,0,17.45625611,78.21521056,V0045778 ,LE005922,29-01-2020 15:55,03-02-2020 12:28,30,LTLEXMUM40,Larsen & toubro limited,70489,K M R TRANSPORT,THERMAL CUTOUT
AEIBK2014877,30-01-2020,TS15UD5174,"Kollur, Medak, Telangana","Topgonda, Medak, Telangana","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"17.556417,78.099421",17.55641700,78.09942100,31-01-2020 00:51,16-03-2020 15:49,Breach,0,17.45625611,78.21521056,V0048673 ,LE005984,30-01-2020 18:37,04-02-2020 10:51,65,LTLEXMUM40,Larsen & toubro limited,999,Unknown,EMPTY TRAYS
AEIBK2016161,11-02-2020,WB11D6552,"Angadpur, Bardhaman, West Bengal","New Town, North 24 Parganas, West Bengal","23.525267916088961,87.264424348570884",23.52526792,87.26442435,"22.593220982761597,88.472232616299081",22.59322098,88.47223262,12-02-2020 11:42,16-03-2020 15:39,Breach,0,22.54962083,88.32413444,V0045772 ,LE005450,11-02-2020 18:14,14-02-2020 11:53,182,LTLEXMUM40,Larsen & toubro limited,58090,SENGAR ROAD LINES,WIPER MOTOR ASSY - MOD ACE
AEIBK2011232,06-01-2020,TS15UD5174,"Kollur, Medak, Telangana","Nanajipur, Rangareddy, Telangana","17.468016283576617,78.218132915395358",17.46801628,78.21813292,"17.235460173235783,78.4271247252794",17.23546017,78.42712473,06-01-2020 19:40,16-03-2020 16:07,Breach,0,17.45625611,78.21521056,V0045778 ,LE005757,06-01-2020 15:04,13-01-2020 12:21,48,LTLEXMUM40,Larsen & toubro limited,70489,K M R TRANSPORT,Empty CB
AEIBK2012743,20-01-2020,TS15UD5174,"Kollur, Medak, Telangana","C.B.I.T, Rangareddy, Telangana","17.462980542108134,78.219258059671787",17.46298054,78.21925806,"17.382422,78.304557",17.38242200,78.30455700,20-01-2020 16:45,16-03-2020 15:37,Breach,0,17.45625611,78.21521056,VHS00875 ,LE005922,20-01-2020 13:53,23-01-2020 11:45,30,LTLEXMUM40,Larsen & toubro limited,70489,K M R TRANSPORT,AUTO PARTS
AEIBK2013249,22-01-2020,TS15UD5174,"Kollur, Medak, Telangana","Lakdaram, Medak, Telangana","17.46628393767336,78.215746853583028",17.46628394,78.21574685,"17.580422,78.207737",17.58042200,78.20773700,22-01-2020 23:30,16-03-2020 15:48,Breach,0,17.45625611,78.21521056,VHR00851 ,LEH04260,22-01-2020 16:47,23-01-2020 16:27,70,LTLEXMUM40,Larsen & toubro limited,999,Unknown,AUTO PARTS
AEIBK2013251,22-01-2020,TS15UD5174,"Kollur, Medak, Telangana","Topgonda, Medak, Telangana","16.560192249175344,80.792293091599547",16.56019225,80.79229309,"17.556417,78.099421",17.55641700,78.09942100,22-01-2020 22:31,16-03-2020 15:49,Breach,0,17.45625611,78.21521056,V0048673 ,LE005984,22-01-2020 16:17,27-01-2020 12:11,65,LTLEXMUM40,Larsen & toubro limited,70489,K M R TRANSPORT,AUTO PARTS
AEIBK2013907,25-01-2020,TS15UD5174,"Kollur, Medak, Telangana","Topgonda, Medak, Telangana","17.468016283576617,78.218132915395358",17.46801628,78.21813292,"17.556417,78.099421",17.55641700,78.09942100,25-01-2020 20:53,16-03-2020 15:49,Breach,0,17.45625611,78.21521056,V0045778 ,LE005984,25-01-2020 14:39,30-01-2020 16:51,65,LTLEXMUM40,Larsen & toubro limited,999,Unknown,AUTO PARTS
AEIBK1910847,31-12-2019,TS15UD3696,"Kollur, Medak, Telangana","C.B.I.T, Rangareddy, Telangana","17.462980542108134,78.219258059671787",17.46298054,78.21925806,"17.382422,78.304557",17.38242200,78.30455700,31-12-2019 18:38,14-03-2020 16:43,Breach,0,17.4709225,78.22128306,VHS00875 ,LE005922,31-12-2019 15:46,02-01-2020 12:09,30,LTLEXMUM40,Larsen & toubro limited,70489,K M R TRANSPORT,COP LEVER INNER
AEIBK2011819,09-01-2020,TS15UD3696,"Kollur, Medak, Telangana","Topgonda, Medak, Telangana","17.468016283576617,78.218132915395358",17.46801628,78.21813292,"17.556417,78.099421",17.55641700,78.09942100,09-01-2020 22:07,14-03-2020 16:48,Breach,0,17.4709225,78.22128306,V0045778 ,LE005984,09-01-2020 15:53,13-01-2020 12:21,65,LTLEXMUM40,Larsen & toubro limited,63916,SHRI SAI ENTERPRISES,AUTO PARTS
